"";"address";"city";"country";"name";"province";"reviews.date";"reviews.text";"reviews.title";"reviews.username";"cleaned";"document";"positive";"negative";"tflabel";"tf_idf_positive";"tf_idf_negative";"label_tf_idf";"comparison";"deg_of_sentiment";"rating"
"29541";"621 Esplanade Ave";"New Orleans";"US";"Lamothe House";"LA";2016-05-05;"We were there for Jazzfest, we stayed 4 nights in a ground floor room, the room itself was small but considering everything to do in New Orleans we really just wanted a place to sleep. The hotel itself is old yet boasted newly renovated, which was far from anything we saw there but on another note, the hotel itself is in a perfect area to be in it all yet away from it all at the same time! We loved the location! It was a short walk to Bourbon Street and Frenchman's was literally right out the back entrance. The courtyard was nice and lush and the pool and jacuzzi were also an added bonus. Nights were quiet yet close enoughbto find all the action. We enjoyed our stay and will be back.";"Close to it all yet quiet.";"A Traveler";" jazzfest stay night grind floor room room small consider everything new orleans really just want place sleep hotel old yet boast newly renovate far anything see another note hotel perfect area yet away time love location short walk bourbon street frenchmans literally right back entrance courtyard nice lush pool jacuzzi also add bonus night quiet yet close enoughbto find action enjoy stay back close yet quiet";"text1112";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"29842";"23702 Rockfield Blvd";"Lake Forest";"US";"Quality Inn and Suites Irvine Spectrum";"CA";2016-02-24;"Parking: Free lot with plenty of spaces. Staff: Very friendly and helpful. Location: Off the 5 freeway and easy to find. Lots of things nearby, McDonald's is literally next door and so is a Shell gas station. But plenty of other eateries and shopping nearby. Hotel: Beds are so so, rooms are adequate. In terms of budget, this hotel fits... More";"Budget Hotel";"lionel86";" park free lot plenty space staff friendly helpful location freeway easy find lot thing nearby mcdonalds literally next door shell gas station plenty eatery shop nearby hotel bed room adequate term budget hotel fit much budget hotel";"text1129";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"30454";"446 Southbridge St";"Auburn";"US";"La Quinta Inn Auburn Worcester";"MA";2015-09-13;"We arrived late to the hotel. Staff was friendly and quick. Dropped off our luggage and ate at the Outback Steak House next door. Room was comfortable and good. Bathroom could use a little extra cleaning. Altogether a good hotel and we would recommend it!";"Good Hotel";"BethBasye";" arrive late hotel staff friendly quick drop luggage eat outback steak house next door room comfortable good bathroom can use little extra clean altogether good hotel recommend good hotel";"text1163";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"30457";"446 Southbridge St";"Auburn";"US";"La Quinta Inn Auburn Worcester";"MA";2016-06-16;"This is a friendly hotel to stay at in Massachusetts. Accommodations are clean. It is reasonably priced. It is extremely nice to be able to bring your dog when travelling. Auburn is a nice town with good restaurants and stores conveniently located.";"clean, pet-friendly hotel in Auburn, Mass.";"Linwood W";" friendly hotel stay massachusetts accommodation clean reasonably price extremely nice able bring dog travel auburn nice town good restaurant store conveniently locate clean pet friendly hotel auburn mass";"text1164";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"30537";"3060 Green Mountain Dr";"Branson";"US";"Dockers Inn";"Bull Creek Village";2016-05-15;"The front desk clerk was very friendly at check-in and made suggestions of things to do while we were in towns. The breakfast attendant was also very friendly and spoke to each guest as if she was welcoming us into her home.";"Great room for the value";"A Traveler";" front desk clerk friendly check make suggestion thing town breakfast attendant also friendly speak guest welcome us home great room value";"text1170";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"30958";"12015 Harbor Blvd";"Garden Grove";"US";"Anaheim Marriott Suites";"CA";2015-06-10;"Marriott in Garden Grove is amazing for our family. We have two small children and have stayed multiple times while visiting Disneyland. We have come to know the staff and they are so wonderful. We love the hotel rooms, layout, and location. We would highly recommend this hotel for families as well as business. We see both types while there... More";"We love this hotel";"Katy F";" marriott garden grove amaze family two small child stay multiple time visit disneyland come know staff wonderful love hotel room layout location highly recommend hotel family good business see type much love hotel";"text1192";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"31076";"5059 Highway 140";"Mariposa";"US";"Monarch Inn";"CA";2015-07-31;"Super friendly management. Informational too. Comfortable, clean okay breakfast, over crowed because of the amount of people eating,....";"Nice stay, quiet";"Ami";" super friendly management informational comfortable clean okay breakfast crow amount people eat nice stay quiet";"text1198";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"31318";"1606 Central Ave";"Albany";"US";"Days Inn and Suites Albany";"Colonie Center";2016-03-16;"This is a FIRST CLASS rental. very friendly and helpful but keep their distance too. The driving instructions to the home were spot on and we were welcomed with a lovely little gift. There is some tourist information in the home which gives you a good start to your stay";"Mir jones";"ali z";" first class rental friendly helpful keep distance drive instruction home spot welcome lovely little gift tourist information home give good start stay mir jones";"text1207";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"31355";"35 Via Pico Plz";"San Clemente";"US";"Holiday Inn Express San Clemente";"CA";2015-08-24;"We have stayed here at least three times now. Always a big, clean room. Not real crowded, but everyone's probably out enjoying the sunshine. Good breakfast with hot and cold choices. Pool is fine, but no spa. That's the only negative. Nice patio area to shoot the breeze outside.";"Consistent quality";"stattad";" stay less three time now always big clean room real crowd everyones probably enjoy sunshine good breakfast hot cold choice pool fine spa negative nice patio area shoot breeze outside consistent quality";"text1209";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"31823";"222 S Broadway Ave";"Boise";"US";"Courtyard By Marriott Downtown Boise";"ID";2015-08-01;"Arrived in the morning was given a room well before checking time. Greatly appreciated that. Perfect location for the concert I was attending at the Taco Bell Arena. Able to walk easily to from so didn't have to deal with parking.";"Perfect location for Taco Bell Arena";"Janet";" arrive morning give room good check time greatly appreciate perfect location concert attend taco bell arena able walk easily deal park perfect location taco bell arena";"text1221";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"32212";"2605 Weston Rd";"Fort Lauderdale";"US";"Residence Inn By Marriott Fort Lauderdale Weston";"Southwest Ranches";2016-09-03;"We are a family of 4 and our stay was very pleasant. Kids had fun in the pool, we also enjoyed our morning breakfast . Room perfect for us 4.";"Perfect!!!";"A Traveler";" family stay pleasant kid fun pool also enjoy morning breakfast room perfect us perfect";"text1246";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"32490";"Paseo De La Quinta No 6";"Whigham";"US";"Quinta Real Acapulco";"GA";2016-07-15;"Contento. Me hubiera gustado tener tarifa especial por quedarme una noche extra. No me lo permitieron.";"Premiar lealtad";"ANDRES";"happy like special rate stay extra night allow reward loyalty ";"text1250";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"32975";"5040 Redwood Dr";"Rohnert Park";"US";"Good Nite Inn Rohnert Park";"CA";2016-08-19;"I stayed here when I brought my daughter to school at Sonoma State. The only good thing was the front desk staff and the cleanliness of the room. The front desk staff were very nice and efficient. But the room was overpriced for the value. There is free wifi and parking. There was no breakfast included. There were no amenities in the room except for one tiny bottle of shampoo. The mattress was hard as a rock I woke up with a sore back each morning. The neighborhood is sketchy and VERY loud. Police were stopping people all the time. The other guests were very loud. And cars went screeching by at all hours of the night. If all you need is a place to sleep, this will suffice. But you can get the same for less elsewhere.";"Only if necessary.";"A Traveler";" stay bring daughter school sonoma state good thing front desk staff cleanliness room front desk staff nice efficient room overpriced value free wifi park breakfast include amenity room except one tiny bottle shampoo mattress hard rock wake sore back morning neighborhood sketchy loud police stop people time guest loud car go screech hour night need place sleep suffice can get little elsewhere necessary";"text1286";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"33031";"5040 Redwood Dr";"Rohnert Park";"US";"Good Nite Inn Rohnert Park";"CA";2016-07-31;"This is my first time staying at this hotel. I was very impressed with the staff. They are friendly and willing to go the extra mile for their guests. I recommend Good Nite Inn in Rohnert Park to anyone that is looking for a clean room at a great price.";"WOW!";"Anthony3rd";" first time stay hotel impress staff friendly go extra mile guest recommend good nite inn rohnert park anyone look clean room great price wow";"text1292";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"33122";"6505 Metal Dr";"Fort Pierce";"US";"Comfort Suites Fort Pierce";"FL";2016-02-04;"excellent staff, wonderful breakfast, extremely clean room and breakfast area, great service";"fantastic value";"Linda";" excellent staff wonderful breakfast extremely clean room breakfast area great service fantastic value";"text1296";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"33773";"18 Bath St";"Santa Barbara";"US";"Casa Del Mar Inn Bandb";"CA";2015-08-16;"Within a couple of blocks from the beach, Casa del Mar is located. Very cute Bed and Breakfast small rooms but comfortable. In the afternoons they offer wine and cheese in their living room breakfast is basic with good selections of coffee. Around Casa del Mar you find a couple of restaurants or/and walking distance to State Street. Excellent service.... More";"A Little Piece of Charm.";"Kelly R";" within couple block beach casa del mar locate cute bed breakfast small room comfortable afternoon offer wine cheese live room breakfast basic good selection coffee around casa del mar find couple restaurant walk distance state street excellent service much little piece charm";"text1321";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"33926";"1209 S Haynes Ave";"Miles City";"US";"Econo Lodge Miles City";"MT";2014-06-30;"Other than a crabby receptionist, our stay was good. In a good quiet location, just off the highway. We felt very safe. And you can't beat the bar and grill kitty corner - delicious.";"Good location just off the highway";"A Traveler";" crabby receptionist stay good good quiet location just highway feel safe beat bar grill kitty corner delicious good location just highway";"text1334";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"33990";"Veitshoechheimer Str 5b";"Gresham";"US";"Ibis Wuerzburg City";"OR";2016-05-03;"Gute Ausstattung, bequemes Bett, schne Zimmeraussicht Im Badezimmer war es nicht so sauber, ansonsten bin ich zufrieden!";"Preis-Leistung ist super!";"Andre";"good facility comfortable bed nice view room bathroom clean otherwise satisfy price performance ratio great ";"text1336";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"34378";"75 5888 Alii Dr";"Kailua Kona";"US";"Castle Kona Reef";"HI";2016-05-13;"Was only there for a quick night, but the room was big and nice and had a great veiw. Wish we could have stayed longer. Easy after hours check in, but could have been explained better in an email or at the front office.";"great price and location";"Cyndy";" quick night room big nice great veiw wish can stay long easy hour check can explain good email front office great price location";"text1349";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"34454";"31530 State Route 20";"Oak Harbor";"US";"Acorn Motor Inn";"WA";2016-07-26;"The hotel is priced fairly well. The rooms furnishings are large, makes you feel like royalty . Beds and pillows were comfortable. We were on the back of the hotel and the room was very quiet The breakfast is a bit small. Just bagels, English muffins , jam, coffee tea. Would have loved some fresh fruit or yogurt.";"Cute decor";"dianeedel";" hotel price fairly good room furnishing large make feel like royalty bed pillow comfortable back hotel room quiet breakfast bite small just bagel english muffin jam coffee tea love fresh fruit yogurt cute decor";"text1350";5;0;"positive";0,249756305066425;0;"positive";"same";0,249756305066425;"5"
"420";"111 N Post Oak Ln";"Houston";"US";"The Houstonian Hotel";"Bunker Hill Village";2016-03-12;"We live on the other side of Houston and felt that our stay at the Houstonian was a wonderful getaway. It really felt like we were on holiday. We loved the comfort, the view of the woods and the tranquility of the place.";"Tranquil Getaway";"Thomas L";" live side houston feel stay houstonian wonderful getaway really feel like holiday love comfort view wood tranquility place tranquil getaway";"text22";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"426";"111 N Post Oak Ln";"Houston";"US";"The Houstonian Hotel";"Bunker Hill Village";2015-10-23;"Wonderful stay! Great couples retreat. Make sure you stay a couple of days to take advantage of all of the amenities including the Trellis Spa. Will definitely be back for our anniversary. Staff is superb and don't forget to eat at the restaurant downstairs Olivette.";"Awesome retreat!";"Liz";" wonderful stay great couple retreat make sure stay couple day take advantage amenity include trellis spa definitely back anniversary staff superb forget eat restaurant downstairs olivette awesome retreat";"text23";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"466";"111 N Post Oak Ln";"Houston";"US";"The Houstonian Hotel";"Bunker Hill Village";2016-09-23;"Beautiful hotel at a great value! Amazed at what we paid for a room on the concierge floor that included free daily continental breakfast, early evening cocktails and hors d'oeuvres, and after dinner dessert buffet. The Olivette restaurant was spectacular - had dinner there both nights. Will definitely be my go-to hotel any time I'm in Houston!";"Luxury hotel without the high price!";"A Traveler";" beautiful hotel great value amaze pay room concierge floor include free daily continental breakfast early even cocktail hors doeuvres dinner dessert buffet olivette restaurant spectacular dinner night definitely go hotel time houston luxury hotel without high price";"text29";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"1883";"6390 Us Highway 93 S";"Whitefish";"US";"Big Mountain Lodge";"MT";2013-09-03;"The hotel staff was very accomodating, and was given a dinner recommendation that we ended up eating at twice during our stay. Small pool, but perfect for ending a long day, and the hot tubs were perfect. Great pool towels! I was surprised that they were the same as the room towels. The only thing that wasn't that great was the pillow situation. Very flat. Make sure you bring your own, or be prepared to ask for additional. 2 per Queen Size bed.";"Trip to Glacier and Flathead Valley";"A Traveler";" hotel staff accomodating give dinner recommendation end eat twice stay small pool perfect end long day hot tub perfect great pool towel surprise room towel thing great pillow situation flat make sure bring prepare ask additional per queen size bed trip glacier flathead valley";"text65";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"2441";"1808 S Australian Ave";"West Palm Beach";"US";"Doubletree By Hilton West Palm Beach Airport";"FL";2015-07-29;"This hotel is of medium size with six floors, restaurant, swimming pool, gym and plenty of free parking. Did I mention 'free' parking! That saves you 10 per night off the bat! All of the staff were friendly and willing to please! This hotel apparently has had a recent renovation, because they mention it in the advertisement. It is well... More";"You Must Try the Cookies!";"LC95";" hotel medium size six floor restaurant swim pool gym plenty free park mention free park save per night bat staff friendly please hotel apparently recent renovation mention advertisement good much must try cookie";"text76";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"2522";"1808 S Australian Ave";"West Palm Beach";"US";"Doubletree By Hilton West Palm Beach Airport";"FL";2015-07-01;"The facility, rooms, cafe, cafe service, cleanliness, and fitness center were all exceptional. The front desk staff gets two thumbs down, as a gold member I expect certain things from a Hilton property as I stay exclusively with them. The front desk was not friendly, very condescending, and down right not engaged in my transaction. Not a good first impression,... More";"Didn't feel welcomed";"Kevin W";" facility room cafe cafe service cleanliness fitness center exceptional front desk staff get two thumb gold member expect certain thing hilton property stay exclusively front desk friendly condescend right engage transaction good first impression much feel welcome";"text85";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"2542";"1808 S Australian Ave";"West Palm Beach";"US";"Doubletree By Hilton West Palm Beach Airport";"FL";2016-07-01;"We've stayed here multiple times and have always enjoyed our stay. This trip it had been remodeled, which made it even nicer. The rooms are neat and clean and comfortable. My daughter and I are highly allergic to down, which is used in their pillows. However, I called down to the front desk and they were able to send some... More";"Nice, comfortable Stay";"Laura E";" stay multiple time always enjoy stay trip remodel make even nice room neat clean comfortable daughter highly allergic use pillow however call front desk able send much nice comfortable stay";"text86";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"4199";"13600 N W 2nd St";"Fort Lauderdale";"US";"La Quinta Inn and Suites Sunrise";"Plantation";2015-12-25;"Very nice facility. Everything was beautiful, clean, smoke free. I would highly recommend this facility. The staff was courteous and friendly. We always stay at LaQuintas so we can bring our doggy. We would definitely stay here again.";"Great place to stay.";"Vicki A";" nice facility everything beautiful clean smoke free highly recommend facility staff courteous friendly always stay laquintas can bring doggy definitely stay great place stay";"text124";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"4459";"Taragaon Boudha";"Alliance";"US";"Hyatt Regency Kathmandu";"OH";2016-05-23;"The Hotels and ist furnitures are slowly getting old a refurbishement in th enext time is needed great breakfast European, Indian, Chinese style with fresh fruits, juices an anything you can dream of in the morning nice and helpful staff clan and big rooms nice garden and pool great coctails at the bar";"great breakfast European, Indian, Chinese style with fresh...";"Anonymous";" hotel ist furnitures slowly get old refurbishement th enext time need great breakfast european indian chinese style fresh fruit juice anything can dream morning nice helpful staff clan big room nice garden pool great coctails bar great breakfast european indian chinese style fresh";"text137";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"6143";"457 Mountain Village Blvd";"Telluride";"US";"Mountain Lodge At Telluride - A Noble House Resort";"Pandora";2016-07-13;"This was our first time to Mountain Village and a very kind and very helpful young man, Chad, made our experience memorable. Chad made sure we had everything we needed. This Lodge is located in a beautiful area and with the gondola located so close it was easy to into the town of Telluride.";"Enjoyable";"sjshicks";" first time mountain village kind helpful young man chad make experience memorable chad make sure everything need lodge locate beautiful area gondola locate close easy town telluride enjoyable";"text147";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"6199";"457 Mountain Village Blvd";"Telluride";"US";"Mountain Lodge At Telluride - A Noble House Resort";"Pandora";2015-09-28;"Mountain Lodge Telluride was wonderful, with fully stocked kitchen, fireplace and even a brook outside the balcony and bedroom window. Free gondola rides to Telluide and lots of trails to hike. Staff was always helpful with suggestions of things to do and places to hike. Especially loved that our dogs were welcome.";"Great Mountain Vacation";"Kenneth H";" mountain lodge telluride wonderful fully stock kitchen fireplace even brook outside balcony bedroom window free gondola ride telluide lot trail hike staff always helpful suggestion thing place hike especially love dog welcome great mountain vacation";"text150";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"6558";"2597 Holiday Rd";"Coralville";"US";"Americinn Coralville";"IA";2016-07-11;"Was nice and clean. Staff was very friendly! Pool was a bit cold but the hot tub was great! Room was clean and comfortable! The breakfast was ok. The area is very convenient. Food places all around and the university of Iowa clinics were only 4 miles away!";"Nice clean hotel";"Tashua Z";" nice clean staff friendly pool bite cold hot tub great room clean comfortable breakfast okay area convenient food place around university iowa clinic mile away nice clean hotel";"text174";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"7471";"37611 Us Highway 19 N";"Palm Harbor";"US";"Vista Hotel On Lake Tarpon";"FL";2016-09-17;"Attending a 4 day golf tournament at Innisbrook resort. The 70 per night rate worked great for my need as it was very close. Highway 19 is a little noisy.. Nice water view of the boat club and marina from the room patio but they need some better chairs for the patio. Old faded plastic chairs don't leave a good impression. Pool was good temp but it needs to be re-surfaced. Some spots where paint is coming off the bottom. Lots of restaurants near by.";"serenity";"A Traveler";" attend day golf tournament innisbrook resort per night rate work great need close highway little noisy nice water view boat club marina room patio need good chair patio old fade plastic chair leave good impression pool good temp need re surface spot paint come bottom lot restaurant near serenity";"text216";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"8336";"5 Route De L'ile Vincent";"Lake Worth";"US";"Hotel Relais De Margaux Golf and Spa";"FL";2013-10-08;"Hotel is in a peaceful location. Comfortable rooms with free wifi (competitors take note). Food was excellent and reasonable. Hotel is a tad dated but this adds to its charm.";"Great Food";"A Traveler";" hotel peaceful location comfortable room free wifi competitor take note food excellent reasonable hotel tad date add charm great food";"text242";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"9239";"50 N E Catawba Rd";"Port Clinton";"US";"Holiday Inn Express Hotel and Stes Port Clinton-catawba Island";"Middle Bass";2014-09-04;"We've stayed here before and have found this Holiday Inn Express to be a 'good fit' for us when we visit the Port Clinton/Catawba area each September. The rooms are always clean and comfortable with no surprises. Great breakfast choices each day. Lots of good local restaurants in the area.";"Always a good choice";"Joyce";" stay find holiday inn express good fit us visit port clinton catawba area september room always clean comfortable surprise great breakfast choice day lot good local restaurant area always good choice";"text271";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"10152";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-07-02;"I can't be too hard on this hotel because I had an idea of what I was getting into. It looks like it's stuck in the 70's. You can see where some remodeling has been done and is continuing to be done - but keeping up appearances doesn't seem to be urgent. The pool is okay (good for wading) but will deteriorate over time. It's overrun with children and likely local guests. The hallways also had a not so fresh scent. My room was very dingy and lacked warmth and much comfort. As someone who enjoys spending time in the hotel room on vacation it was very bleh! Didn't try the dining options - I recommend eating at Main Street Station for the buffet. Casino floor is very smoky. Obviously right at the Fremont experience if that is what you are looking for. Will likely never stay here again.";"It's a budget hotel and that's about it";"A Traveler";" hard hotel idea get look like stick s can see remodel continue keep appearance seem urgent pool okay good wade deteriorate time overrun child likely local guest hallway also fresh scent room dingy lack warmth much comfort someone enjoy spend time hotel room vacation bleh try dine option recommend eat main street station buffet casino floor smoky obviously right fremont experience look likely never stay budget hotel ";"text300";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"10320";"1 Main St";"Las Vegas";"US";"Plaza Hotel and Casino - Las Vegas";"NV";2016-09-22;"Our stay was ideal at The Plaza! Close to Fremont Street. Easy Access to Valet. Great folks at the hotel are always very helpful. South Tower is easily accessible.";"Another Great Weekend Away in Vegas!";"A Traveler";" stay ideal plaza close fremont street easy access valet great folk hotel always helpful south tower easily accessible another great weekend away vega";"text311";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"10445";"119 Pinnacle Dr";"Johnson City";"US";"Quality Inn Johnson City";"TN";2015-10-26;"Very nice hotel, location and good service. My wife and I enjoyed the comfortable king bed and pillows we got a good quiet sleep every night there. The breakfast was tasty and coffee was always available.";"Comfortable";"A Traveler";" nice hotel location good service wife enjoy comfortable king bed pillow get good quiet sleep every night breakfast tasty coffee always available comfortable";"text322";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"10446";"119 Pinnacle Dr";"Johnson City";"US";"Quality Inn Johnson City";"TN";2016-06-16;"Very nice hotel, location and good service. My wife and I enjoyed the comfortable king bed and pillows we got a good quiet sleep every night there. The breakfast was tasty and coffee was always available.";"Comfortable";"A Traveler";" nice hotel location good service wife enjoy comfortable king bed pillow get good quiet sleep every night breakfast tasty coffee always available comfortable";"text323";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"10739";"4021 Union Deposit Rd";"Harrisburg";"US";"Holiday Inn Express - Harrisburg East";"PA";2015-07-28;"Very attentive and accommodating front desk staff. Good location just off the freeway and near shopping. I thought the price could have been better since I stayed as part of a group that had advance booked a whole block of rooms. Excellent hot breakfast with a good selection of menu items. Breakfast room got a little crowded at times, but... More";"Good Place to Stay";"Ken N";" attentive accommodate front desk staff good location just freeway near shop think price can good since stay part group advance book whole block room excellent hot breakfast good selection menu item breakfast room get little crowd time much good place stay";"text336";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"11427";"2030 Formosa Rd";"Troy";"US";"Red Roof Inn St Louis - Troy";"IL";2015-08-26;"We arrived very late at night in a heavy rainfall. We were so grateful for the elevator at this property. The rooms were great beds very comfortable. We were also happy with bathroom amenities...towels, etc.";"Great rooms at good price!";"Heather_Geo";" arrive late night heavy rainfall grateful elevator property room great bed comfortable also happy bathroom amenity towel etc great room good price";"text356";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"11799";"135 Route 28";"West Yarmouth";"US";"Tidewater Inn";"Yarmouth";2015-04-04;"This place is awesome! I've now stayed twice in the jacuzzi suite and it's perfect! It was clean and cozy. The staff were really nice and helpful because they offered good recommendations for food. We only go during the off season because we both live near the Cape and know how busy it can get. When we look for an... More";"Relaxing getaway";"Jillian M";" place awesome now stay twice jacuzzi suite perfect clean cozy staff really nice helpful offer good recommendation food go season live near cape know busy can get look much relax getaway";"text372";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"11946";"Via Pirandello 81";"Medina";"US";"Villa Carlotta";"WA";2014-04-04;"Loved the hotel. Very stylish decoration. Staff was great, could not have been nicer. Great breakfast, great views.";"Fun and stylish hotel";"A Traveler";" love hotel stylish decoration staff great can nice great breakfast great view fun stylish hotel";"text384";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"11968";"Via Pirandello 81";"Medina";"US";"Villa Carlotta";"WA";2014-09-28;"Great location. Excellent views of the sea. Hotel staff so friendly and accommodating. Wonderful dining experience too.";"The hotel is fantastic. A true gem.";"A Traveler";" great location excellent view sea hotel staff friendly accommodate wonderful dine experience hotel fantastic true gem";"text385";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"12038";"7550 W State Road 84";"Fort Lauderdale";"US";"Extended Stay America - Fort Lauderdale - Davie";"Plantation";2016-01-06;"Very good place to stay: big and comfy bed, kitchen fully equiped, and a surprinsingly nice breakfast includied, with coffee, oatmeal, apples, oranges, muffins and cereal bars. Great shower, too. Only thing is the Wi-fi could've worked better.";"Good location and nice room including to eat-in";"Juliana H";" good place stay big comfy bed kitchen fully equiped surprinsingly nice breakfast includied coffee oatmeal apple orange muffin cereal bar great shower thing wi fi ve work good good location nice room include eat ";"text390";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"12881";"1071 E El Camino Real";"Sunnyvale";"US";"Cherry Orchard Inn";"CA";2016-06-05;"Its a plain and simple place, pretty friendly, safe secure.. Clean Simple rooms ..";"Super convenient and super clean.";"S";" plain simple place pretty friendly safe secure clean simple room super convenient super clean";"text409";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"14048";"1003 Tahoe Boulevard (sr 28)";"Incline Village";"US";"Parkside Inn At Incline";"NV";2016-04-18;"We walked in to a beautiful room that was recently remodeled with wooden floors. The room left us a cute surprise when we walked in. It had a balcony with two chairs outside. Bathroom with heat light. It was the best spontanoueos trip we couldve taken and parkside made it so comfortable!";"Wonderful";"Stephanie";" walk beautiful room recently remodel wooden floor room leave us cute surprise walk balcony two chair outside bathroom heat light good spontanoueos trip couldve take parkside make comfortable wonderful";"text464";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"14145";"11400 Common Oaks Dr";"Raleigh";"US";"Holiday Inn Express Hotel and Suites Raleigh-wakefield";"NC";2016-07-20;"Large room, nice pool, good breakfast, good value!";"Great value hotel";"Edward";" large room nice pool good breakfast good value great value hotel";"text473";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"14484";"George Washington Avenue 500";"New York";"US";"Hilton Santo Domingo";"NY";2015-07-10;"The executive suite is a great room to have. The hotel restaurant is also nice and has good food. It's a nice hotel in a good location. I will stay there whenever I go to Santo Domingo.";"Very Nice Hotel";"Antonio";" executive suite great room hotel restaurant also nice good food nice hotel good location stay whenever go santo domingo nice hotel";"text497";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"15687";"5200 Fashion Square Blvd";"Saginaw";"US";"Fairfield Inn Saginaw";"MI";2015-08-15;"Overall, a great stay! Easy check in process, our kids had the pool to themselves, and we enjoyed a nice (typical) hotel breakfast. Nothing fancy, but a good hotel. Would stay here again.";"Remodling and the place looks great";"kristen";" overall great stay easy check process kid pool enjoy nice typical hotel breakfast nothing fancy good hotel stay remodling place look great";"text565";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"16135";"1020 S E Blue Pkwy";"Lees Summit";"US";"Americas Best Value Inn and Suites";"Lk Lotawana";2016-02-12;"My family and I enjoyed our stay at Americas best value inn! The room was really nice and clean and the front seat was very friendly! We will be staying again and very soon!";"Great!";"leona";" family enjoy stay americas good value inn room really nice clean front seat friendly stay soon great";"text586";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
